id,sentence,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
640,"Dans cette véritable ""biographie de la langue française"", les auteurs veulent mettre les pendules à l'heure et malmener queslques fausses croyances",82.65,3,16.71,4795.286999999999,563.53,25220.86,2.08,27.9,8720.38,7299.043999999999,691.2850000000001,38928.92,3.72,34.3725,14662.3,4494.0545,110.32,25220.86,0.63,8.415,8720.38,5.45,6.0,10.0,1.0,2.75,8.0,1.5,1.0,3.0,1.0,1.0,2.0
641,Pourquoi as-tu quitté Limoges ?,55.74,0,13.05,6830.694000000001,655.75,18559.22,0.51,276.23,14661.76,3190.908,318.72,12800.81,0.34,297.64,2537.03,3504.917999999999,655.75,14661.76,0.01,62.92,2144.15,5.0,6.0,8.0,2.0,2.0,7.0,1.6,2.0,2.0,1.0,1.0,2.0
642,"À droite, l'artiste peint un arbre touffu, tout à la fois prometteur et inquiétant.",89.75,2,9.45,4753.375714285714,490.47,14946.48,1.01,41.7125,12164.705,7121.472142857143,674.29,23633.92,2.57,35.7275,17794.4575,4749.061428571428,488.755,14946.48,0.42,21.285,12164.705,4.214285714285714,4.0,10.0,1.0,2.0,5.75,1.3571428571428572,1.0,3.0,1.0,1.0,1.0
643,Je garde la forme en aidant de temps en temps à la maison ou dans le jardin.,101.43,0,2.55,7539.8535294117655,4658.59,25983.2,60.21,688.71,13652.76,9797.527647058821,8296.08,38928.92,112.09,575.34,18310.95,7494.68,4658.59,25983.2,1.7,570.3,13652.76,3.4705882352941178,2.0,6.0,1.0,2.0,5.0,1.1764705882352942,1.0,2.0,1.0,1.0,1.0
644,"Les démocrates ""vont être de plus en plus en colère quand ils vont voir que le Sénat tue toutes leurs priorités"", prévoit Larry Sabato, politologue à l'université de Virginie.",52.45,6,11.5,5771.372692307692,4062.45,25220.86,0.11,119.58500000000001,8558.845,7084.70923076923,2854.93,38928.92,1.08,117.84,8174.8825,4473.346538461537,1063.095,25220.86,0.11,87.81,5282.8725,4.1923076923076925,4.0,10.0,1.0,2.25,5.0,1.3846153846153846,1.0,4.0,1.0,1.0,1.0
645,"Ce monde, absorbé dans ses frivolités solennelles, ne lira pas dans un coeur tel que le mien.",79.35,3,7.65,5123.275294117648,830.72,22287.83,0.48,66.9,5219.1,4831.801176470588,2958.58,18310.95,2.84,115.74,8296.08,4534.3211764705875,823.62,18188.15,0.08,54.06,5219.1,4.352941176470588,4.0,11.0,2.0,3.0,5.0,1.4705882352941178,1.0,4.0,1.0,1.0,1.0
646,"Sur les blogs, ça les a rendu fous.",117.92,0,-0.81,6909.032857142856,8720.38,18559.22,400.67,1514.46,8827.02,7223.418571428571,5320.47,14662.3,172.3,1472.875,13731.555,5061.071428571428,6350.91,8933.66,48.31,1326.93,8720.38,3.0,3.0,5.0,1.0,2.5,3.5,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
647,Quel âge ont-ils ?,108.28,0,-0.46,5611.1475,1866.39,18559.22,152.59,531.4300000000001,6946.1075,4023.2775,1537.4350000000002,12800.81,217.43,253.36249999999998,5307.35,1236.6375,860.515,3075.07,150.45,530.895,1566.2575,3.25,3.0,4.0,3.0,3.0,3.25,1.0,1.0,1.0,1.0,1.0,1.0
648,"Ainsi, les likes, tweets, partages et autres messages sont, pour elles, autant de signes de reconnaissance sociale et deviennent une véritable monnaie d'échange affectif.",64.88,3,16.83,6092.656363636363,228.69,32236.5,2.05,39.47,8517.2475,7625.052727272726,422.29999999999995,38928.92,2.91,44.3775,13393.717499999999,4665.128636363636,179.92000000000002,25220.86,0.03,16.3975,7700.525000000001,5.545454545454546,5.5,14.0,1.0,3.0,7.75,1.6363636363636365,1.0,4.0,1.0,1.0,2.0
649,Toute formalité de modification nécessite la réalisation de démarches avant la réalisation du dossier ainsi que la préparation des pièces justificatives et des documents à joindre au dossier.,31.38,8,16.77,5315.138928571428,368.595,25220.86,0.02,6.8425,7589.3825,8225.887857142856,521.89,38928.92,0.34,14.642500000000002,12770.96,5191.3378571428575,324.735,25220.86,0.0,4.82,7589.3825,5.821428571428571,5.0,14.0,1.0,2.0,9.0,2.107142857142857,1.0,5.0,1.0,1.0,3.0
650,"Pour moi l'école d'aujourd'hui elle ne marche pas parce que justement on tente de la faire reposer sur des histoires, enfin sur des valeurs comme vous dites, qui sont du passé.",72.5,3,9.53,6487.429677419355,4100.9,32236.5,3.49,180.515,7832.475,6118.310967741935,4832.5,38928.92,0.95,256.25,7457.365,4746.730322580646,2520.11,25220.86,3.49,71.43,6055.71,4.032258064516129,4.0,9.0,1.0,3.0,5.0,1.2580645161290323,1.0,3.0,1.0,1.0,1.0
651,"Merci Gaio de suivre ces histoires, cela me fait très plaisir !",92.8,0,7.93,4528.4980000000005,1406.2150000000001,25220.86,186.37,407.675,4219.715,5352.837,1034.965,38928.92,53.51,455.10249999999996,3585.115,3690.1639999999998,857.535,25220.86,64.6,227.66,2461.4725,4.6,4.0,9.0,2.0,3.25,5.75,1.4,1.0,2.0,1.0,1.0,2.0
652,"Depuis, la junte lui a désigné un remplaçant aux Nations Unies, tandis que Kyaw Moe Tun assure toujours représenter le pays, un imbroglio juridique qui devra être tranché par l'ONU.",58.79,5,11.73,3817.8665384615383,659.8,18559.22,0.17,30.795,5162.615,4349.129999999999,818.21,23633.92,0.14,50.574999999999996,5932.65,2898.257692307692,343.26,14946.48,0.17,4.525,3075.3450000000003,4.923076923076923,4.5,11.0,1.0,3.0,7.0,1.7692307692307692,1.5,4.0,1.0,1.0,2.0
653,"Il a, en revanche, regretté que l'engagement pris par le Premier ministre, lors du débat constitutionnel, sur les modes de scrutin n'ait pas été respecté.",63.87,4,11.55,6037.1264,1753.02,32236.5,0.71,35.79,8720.38,6196.875999999998,1466.42,38928.92,1.49,41.62,8795.14,4191.9636,374.6,25220.86,0.62,9.67,5689.68,4.4,3.0,15.0,1.0,2.0,7.0,1.56,1.0,5.0,1.0,1.0,2.0
654,Simultanément des forestiers se convertissent à l'aménagement afin de procéder à une exploitation sylvicole rationnelle.,22.5,7,22.32,4749.262857142858,45.585,25220.86,0.38,3.6875,7444.8150000000005,7443.474285714286,18.11,38928.92,0.95,4.595000000000001,10365.69,4748.004285714285,42.505,25220.86,0.02,1.4,7444.8150000000005,6.0,3.5,13.0,1.0,2.0,10.75,2.142857142857143,1.5,5.0,1.0,1.0,3.0
655,"Quand elle fut arrivée au cimetière, elle s'agenouilla pour prier",79.09,3,12.56,5434.7210000000005,2782.835,32236.5,31.34,110.275,4520.53,4231.371999999999,3401.285,15085.47,14.53,86.435,6793.1775,2187.5899999999997,941.9000000000001,7078.55,25.46,39.2075,4324.835,4.4,4.0,9.0,1.0,3.25,5.0,1.5,1.0,3.0,1.0,1.0,1.75
656,Mon frère Patrice est plus jeune que moi.,117.92,0,4.31,6944.5599999999995,3848.99,32236.5,297.01,2033.0349999999999,4081.6749999999997,4055.29,2307.97,15085.47,216.35,1223.38,4165.24,4983.148571428572,3675.68,19417.69,234.9,1821.165,3955.72,3.7142857142857144,3.0,5.0,3.0,3.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0
657,"En effet, le travail étant un des facteurs principaux qui permet à l'Homme d'améliorer son existence la perfectibilité le développe",46.86,4,14.33,4725.6655,1065.13,14946.48,0.0,50.18,9077.585,6615.662000000001,2479.7999999999997,23633.92,0.07,34.545,11356.3675,4302.5295,233.3,14946.48,0.0,24.215,7563.6875,4.75,3.0,14.0,1.0,2.0,7.25,1.8,1.0,6.0,1.0,1.0,2.0
658,Les maths font-elles peur aux femmes ?,112.59,0,8.17,2915.3157142857135,835.65,8813.48,10.66,488.86,4884.849999999999,3402.115714285714,995.74,14662.3,3.38,458.41499999999996,3618.2799999999997,1567.912857142857,420.51,8720.38,10.66,218.18,693.74,4.285714285714286,4.0,6.0,3.0,3.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
659,"Quelle activité, sinon l'hébergement touristique, permet de conjuguer toutes ces motivations ?",26.56,4,23.18,2759.277272727273,164.85,25220.86,0.59,14.139999999999999,867.53,4019.907272727272,89.26,38928.92,1.28,4.83,895.9449999999999,2508.840909090909,78.26,25220.86,0.21,7.5,435.44499999999994,6.181818181818182,6.0,11.0,1.0,4.0,8.5,2.090909090909091,2.0,4.0,1.0,1.0,3.0
660,"Notamment, ils valorisent davantage la tolérance, l'ouverture aux autres, le métissage culturel, la solidarité et l'indépendance d'esprit.",27.83,8,21.34,3804.396875,78.26,14946.48,0.23,5.2875,5533.5725,5731.495625,59.02,23633.92,1.15,4.2725,6684.885,3804.1637499999997,78.26,14946.48,0.23,2.9899999999999998,5533.5725,4.8125,3.0,10.0,1.0,2.0,9.0,1.875,1.0,5.0,1.0,1.0,3.0
661,J'ai vraiment dû beaucoup insister pour être choisi !,81.12,1,11.56,2532.11,797.2850000000001,8074.24,42.16,143.9375,4194.0650000000005,1869.7299999999998,367.87,6501.82,2.91,117.19749999999999,2538.1949999999997,1236.31,494.84000000000003,7078.55,6.09,62.78,785.96,5.125,5.0,8.0,1.0,3.5,8.0,1.625,1.5,3.0,1.0,1.0,2.0
662,Tu vas à l'université ?,55.74,1,1.45,9230.7975,11091.585,14661.76,78.26,7514.1425,12808.24,6151.232499999999,2695.98,19209.05,3.92,1903.7525,6943.459999999999,6984.909999999999,6599.8099999999995,14661.76,78.26,776.48,12808.24,1.75,1.5,3.0,1.0,1.0,2.25,1.0,1.0,1.0,1.0,1.0,1.0
663,"Secourir : ce verbe est synonyme d'aider une personne qui est en danger, porter secours à quelqu'un.",73.0,2,11.08,6807.254666666666,577.6,32236.5,0.97,62.519999999999996,6798.765,5298.966666666666,474.93,19209.05,1.49,25.2,9160.27,5070.084666666667,577.6,19417.69,0.84,62.519999999999996,6798.765,4.4,3.0,8.0,1.0,2.5,6.5,1.5333333333333334,1.0,3.0,1.0,1.0,2.0
664,"Je voulais faire de la musique pour essayer avec mes potes et en voyant que ça a pris, je m'y suis mis sérieusement",87.98,1,5.98,7758.162173913044,4119.43,25983.2,39.34,1053.53,10921.369999999999,6829.166956521739,2477.64,38928.92,14.73,986.115,9797.67,6402.514347826088,2735.96,25983.2,17.16,198.73,8006.105,3.9130434782608696,3.0,12.0,1.0,2.0,5.0,1.391304347826087,1.0,4.0,1.0,1.0,1.5
665,La bibliothèque était déjà fermée quand j'y suis allé hier après-midi.,78.08,2,11.58,5245.983333333333,637.905,32236.5,19.86,183.905,4066.0975,3827.4266666666667,761.89,23633.92,2.91,86.575,1823.7849999999999,1892.060833333333,408.84499999999997,14946.48,13.72,57.02,1821.56,4.666666666666667,4.0,12.0,1.0,4.0,5.0,1.75,2.0,4.0,1.0,1.0,2.0
666,"Lucides, les adolescents mettent au point leur conduite, en cherchant à ne pas reproduire ce qui leur paraît négatif du comportement des autres - mais il leur arrive de se laisser déborder par l'émotion lorsque leur mobile sonne durant un cours.",56.0,6,12.31,3969.8815000000004,498.14,25220.86,3.2,67.5925,5293.455,4717.57625,448.55,38928.92,3.92,85.91499999999999,7142.43,3649.7912499999998,277.53,25220.86,0.44,28.6875,5250.57,4.825,4.0,12.0,1.0,2.0,7.0,1.525,1.0,4.0,1.0,1.0,2.0
667,"Une fois, s'étant penché sur une source, il se vit décharné, haché par les cicatrices, les lèvres gercées , tout misérable enfin.",75.29,3,10.62,2860.846190476191,899.25,13222.93,0.17,16.9,4119.43,4098.999047619048,1140.0,15832.09,1.76,22.97,6587.77,2663.424761904762,265.83,13222.93,0.1,10.17,2813.77,4.571428571428571,4.0,10.0,1.0,3.0,6.0,1.4761904761904763,1.0,3.0,1.0,1.0,2.0
668,Nous avons indiqué que sa femme était venue la semaine dernière et qu'elle nous avait dit beaucoup de bien du film.,90.01,1,8.41,7494.271904761906,4213.78,32236.5,22.07,626.0,12909.08,7469.790952380953,3732.43,38928.92,1.55,461.42,12800.81,3961.1666666666665,1276.29,25220.86,4.81,224.41,4394.7,4.238095238095238,4.0,8.0,2.0,2.0,5.0,1.4285714285714286,1.0,3.0,1.0,1.0,2.0
669,"Le vieux rêve encyclopédique resurgit cependant dans les Expositions contemporaines avec ce qu'on pourrait nommer la clôture de l'utopie, par quoi la planète se résume en un panorama et tout l'ordre du monde se ramène à la taille d'un parc d'attractions qu'un seul regard peut embrasser, sans restes ni recoins.",38.49,9,12.96,3567.511,329.91999999999996,25220.86,0.12,43.7775,5078.9725,5160.1614,468.04499999999996,38928.92,0.74,14.125,6587.77,3354.6942000000004,246.81,25220.86,0.05,24.3075,4222.2474999999995,4.5,4.0,14.0,1.0,2.0,6.0,1.56,1.0,5.0,1.0,1.0,2.0
670,"Et se précipitant sur un livre de messe relié en velours violet, monté d'or, et d'où, dans sa hâte, elle laissait s'échapper de ces images, bordées d'un bandeau de dentelle de papier jaunissante, qui marquent les pages des fêtes, ma tante, tout en avalant ses gouttes commençait à lire au plus vite les textes sacrés dont l'intelligence lui était légèrement obscurcie par l'incertitude de savoir si, prise aussi longtemps après l'eau de Vichy, la pepsine serait encore capable de la rattraper et de la faire descendre.",9.31,9,11.92,5492.740813953488,908.1600000000001,32236.5,0.01,54.68,5964.2025,7554.885232558141,947.165,38928.92,0.0,49.980000000000004,8732.57,4597.365581395349,366.235,25220.86,0.0,16.747500000000002,5173.3825,4.3604651162790695,4.0,11.0,1.0,2.0,6.0,1.441860465116279,1.0,4.0,1.0,1.0,2.0
671,"Cela remonte à il y a bien longtemps. C'était l'hiver, la veille du jour de Noël.",103.2,0,2.45,6194.850624999999,2637.85,25220.86,2.98,76.5275,12448.5325,7849.53125,1938.4499999999998,38928.92,3.92,142.36749999999998,13558.63,5402.234375,2424.5,25220.86,2.14,65.08250000000001,7810.782499999999,3.1875,2.0,9.0,1.0,1.0,4.0,1.25,1.0,2.0,1.0,1.0,1.25
672,N'oublie pas de venir avec des chaussures de sport.,102.19,0,7.39,9029.731111111112,3704.89,25220.86,9.67,73.58,18188.15,11431.247777777777,4000.41,38928.92,11.08,56.49,10624.93,8761.441111111111,3704.89,25220.86,9.67,61.09,18188.15,3.888888888888889,3.0,10.0,1.0,2.0,5.0,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
673,"J'y vais le lundi, le mardi et le mercredi",94.83,1,1.59,7111.834444444445,9992.77,13652.76,21.48,36.94,13652.76,8747.08888888889,2854.93,20879.73,2.91,16.28,18310.95,6183.936666666666,1644.99,13652.76,20.38,36.01,13652.76,3.4444444444444446,2.0,8.0,1.0,2.0,5.0,1.4444444444444444,1.0,3.0,1.0,1.0,2.0
674,Tu peux me prêter ton stylos s'il-te-plaît ?,82.14,1,7.37,3507.815555555555,1723.32,14661.76,17.73,62.0,4929.44,1200.0144444444443,310.47,4264.32,12.77,87.09,2537.03,3068.8233333333333,1723.32,14661.76,2.39,38.31,4006.1,3.4444444444444446,3.0,6.0,1.0,2.0,5.0,1.2222222222222223,1.0,2.0,1.0,1.0,1.0
675,Il est danois.,108.28,0,-4.29,15153.843333333332,13222.93,32236.5,2.1,6612.515,22729.715,10306.64,15085.47,15832.09,2.36,7543.915,15458.779999999999,10880.88,13222.93,19417.69,2.02,6612.475,16320.31,3.6666666666666665,3.0,6.0,2.0,2.5,4.5,1.3333333333333333,1.0,2.0,1.0,1.0,1.5
676,J'ai peur qu'il soit parti sans laisser d'adresse,95.84,0,8.66,4414.862499999999,310.76,32236.5,22.07,52.6575,1086.105,2320.9525,199.525,15085.47,1.55,2.955,1194.6924999999999,287.6075,153.72,1003.44,22.07,51.4475,377.695,3.5,4.0,7.0,1.0,1.75,4.25,1.25,1.0,2.0,1.0,1.0,1.25
677,Les enfants se sont racontés des histoires avant de s'endormir.,79.09,2,11.4,7696.439,1774.68,32236.5,38.31,402.3175,8054.2125,8782.534,3656.7250000000004,38928.92,14.53,413.22749999999996,13652.9575,4534.074,989.27,25220.86,0.24,160.5325,5245.225,4.4,3.5,9.0,1.0,2.25,6.5,1.5,1.0,3.0,1.0,1.0,2.0
678,"En quittant chaque étape, mes enfants dessinaient le lieu ou une personne qu'ils y avaient rencontrée.",87.72,2,12.87,3448.0500000000006,656.595,18559.22,15.77,226.28,4682.3325,3648.4925,606.015,18310.95,1.55,247.805,4498.2125,2238.316875,347.31,13652.76,0.14,19.6625,2274.6000000000004,5.0625,4.5,11.0,1.0,2.0,7.25,1.5625,1.0,3.0,1.0,1.0,2.0
679,il appelle un docteur !,92.54,0,2.9,6677.4725,6626.55,13222.93,233.86,932.575,12371.4475,7483.8675,7008.01,15832.09,87.36,370.84499999999997,14121.032500000001,6504.95,6286.695000000001,13222.93,223.48,420.1975,12371.4475,4.5,4.5,7.0,2.0,2.0,7.0,1.5,1.5,2.0,1.0,1.0,2.0
680,"L' ""acte gratuit"" est donc une notion philosophiquement problématique : la volonté de prouver sa liberté par un acte supposé sans mobile constitue, par elle-même, un mobile",48.13,6,14.05,4329.303703703704,120.31,32236.5,0.09,35.68,3136.7749999999996,5076.276666666667,97.97,38928.92,0.68,33.24,5361.96,3846.471851851852,78.26,25220.86,0.09,12.11,3136.7749999999996,5.148148148148148,4.0,17.0,1.0,3.0,7.0,1.7777777777777777,1.0,6.0,1.0,1.0,2.0
681,"Autrement dit, avoir une ""vraie"" vie sociale satisfaisante conduirait à passer moins de temps sur les réseaux sociaux.",70.97,2,13.69,4788.564444444444,1026.135,25220.86,2.64,72.53,7417.425,6118.465,1009.29,38928.92,8.18,83.2425,8521.095,3464.9416666666666,576.495,25220.86,0.62,22.084999999999997,2426.585,5.388888888888889,5.0,13.0,1.0,3.0,7.0,1.6666666666666667,1.0,4.0,1.0,1.0,2.0
682,Elles regrettèrent leur geste après qu'elles furent descendues du train.,93.81,2,16.62,1441.04,269.55,8074.24,22.07,125.825,550.5675,1617.695,364.56,6882.16,1.55,275.47249999999997,767.4475,599.366,137.905,4394.7,0.0,12.2375,384.765,5.6,5.0,12.0,2.0,4.25,5.75,1.5,1.0,3.0,1.0,1.0,1.75
683,"Le soir du 25 août 1830, le théâtre de la Monnaie, à Bruxelles, donne une représentation de l'opéra La Muette de Portici, dont le sujet se trouve être un soulèvement des Napolitains contre leur oppresseur",61.08,6,10.63,6589.881612903226,1335.49,25220.86,1.04,59.875,12921.58,9569.943548387097,972.5,38928.92,0.74,58.92,18310.95,6290.929032258065,555.85,25220.86,0.14,59.385000000000005,12921.58,4.451612903225806,4.0,14.0,1.0,2.0,6.0,1.4838709677419355,1.0,5.0,1.0,1.0,1.0
684,"En effet, il n'est pas normal qu'un enfant ou un ado de moins de treize ans erre en pleine nuit dans les rues.",102.7,0,4.19,5374.486956521739,735.59,25220.86,3.4,121.95,7205.03,7087.247391304347,725.68,38928.92,0.2,127.56500000000001,8763.855,5333.586521739131,557.56,25220.86,3.17,56.295,7205.03,3.4347826086956523,3.0,6.0,1.0,2.0,4.5,1.173913043478261,1.0,2.0,1.0,1.0,1.0
685,"Le handicap, lorsqu'il est visible, est encore trop souvent associé à l'incompétence.",54.98,3,15.18,7716.069166666664,497.53999999999996,32236.5,0.04,12.4975,12555.99,5866.530833333333,538.48,19209.05,0.0,11.622499999999999,15085.47,5578.5216666666665,497.53999999999996,19417.69,0.04,6.407500000000001,12555.99,4.583333333333333,5.0,8.0,1.0,2.75,7.0,1.5833333333333333,1.0,3.0,1.0,1.0,2.0
686,C'est très difficile.,78.84,1,7.32,582.9033333333333,150.58,1589.92,8.21,79.39500000000001,870.25,414.54999999999995,118.11,1120.81,4.73,61.42,619.46,577.7600000000001,135.15,1589.92,8.21,71.68,862.5350000000001,4.666666666666667,4.0,9.0,1.0,2.5,6.5,1.6666666666666667,1.0,3.0,1.0,1.0,2.0
687,Ils sont bien décidés à vivre à fond leur deuxième âge adulte.,106.5,1,6.02,5436.490833333332,397.005,32236.5,23.34,141.96,6207.9349999999995,5052.545,443.91999999999996,19209.05,27.64,216.62,5878.514999999999,2827.502499999999,248.02499999999998,12190.4,1.23,93.495,3359.7475,4.166666666666667,4.0,8.0,1.0,3.0,5.25,1.3333333333333333,1.0,3.0,1.0,1.0,1.25
688,"En fin de compte, la Révolution a conduit au remplacement de la monarchie absolue par une monarchie constitutionnelle, qui, à son tour, sera remplacée par la Première République",46.1,8,13.23,6699.461428571429,1746.725,32236.5,1.1,45.88,12879.42,8621.437499999998,3727.09,38928.92,2.5,56.9775,13371.974999999999,5107.899642857143,1109.23,25220.86,0.4,19.4125,6740.145,5.214285714285714,3.0,17.0,1.0,2.0,8.25,1.8214285714285714,1.0,5.0,1.0,1.0,3.0
689,"Cette fois, les femmes et les enfants marchent au milieu du groupe.",106.5,0,7.93,3633.9783333333326,1475.795,12909.08,70.27,642.7850000000001,5476.12,5691.2733333333335,1730.34,20879.73,122.5,625.6624999999999,8827.195,3512.1075,1400.76,12909.08,11.64,204.6025,5476.12,4.5,4.5,8.0,2.0,2.75,6.0,1.1666666666666667,1.0,2.0,1.0,1.0,1.0
690,La police a ordonné de ne pas poser de questions personnelles.,78.08,2,8.45,11402.398181818184,14946.48,25220.86,36.73,246.70499999999998,20423.525,12530.59090909091,8795.14,38928.92,35.68,206.08499999999998,18737.905,9433.609090909093,6350.91,25220.86,7.66,95.96000000000001,16567.315000000002,4.636363636363637,3.0,12.0,1.0,2.0,6.5,1.6363636363636365,1.0,3.0,1.0,1.0,2.0
691,"Au moment de payer, notre petit garçon est toujours volontaire",79.09,1,11.4,7384.836,1089.58,32236.5,14.48,580.9275,7374.237499999999,6834.411999999999,1317.87,38928.92,13.99,682.5699999999999,5201.47,6019.561,1047.65,25220.86,11.54,445.8675,7374.237499999999,4.8,5.0,10.0,2.0,2.25,5.75,1.6,1.5,3.0,1.0,1.0,2.0
692,"Ultime sophistication, les auteurs et réalisateurs de la série mettent un point d'honneur à toujours, ou presque, trouver un point de raccord entre les scènes même quand dix ou quinze ans les séparent.",63.11,2,12.14,4620.242121212122,907.69,25220.86,0.22,66.22,8720.38,6872.495757575757,972.5,38928.92,0.68,109.8,13550.68,4546.948787878788,372.72,25220.86,0.22,21.92,8720.38,4.757575757575758,5.0,14.0,1.0,2.0,7.0,1.4545454545454546,1.0,5.0,1.0,1.0,2.0
693,Je suis bien contente que tu aies apprécié cette histoire.,101.17,1,9.08,7212.773999999999,3095.72,25983.2,77.21,745.5074999999999,12049.765,3581.1639999999998,2427.91,12800.81,44.12,506.9275,3121.22,5228.9439999999995,1860.855,25983.2,9.32,111.9,3993.055,4.8,4.0,8.0,2.0,3.25,7.25,1.4,1.0,3.0,1.0,1.0,1.75
694,"Certains responsables craignent que le protocole ne handicape la croissance économique, tandis que d'autres mettent en avant les profits que rapporterait la vente de permis de polluer.",61.84,5,16.31,5579.6465384615385,351.185,25220.86,2.32,24.075000000000003,7962.705,7416.58576923077,379.255,38928.92,0.74,19.445,12564.56,5095.472692307692,56.129999999999995,25220.86,0.2,4.4275,7962.705,5.5,5.0,12.0,1.0,2.0,8.75,1.6923076923076923,1.0,4.0,1.0,1.0,2.0
